2019/6/18,0,23.4
2019/6/19,0,23.5
2019/6/20,0.0,24.1
2019/6/21,0.0,24.6
2019/6/22,6.0,22.2
2019/6/23,0.0,21.4
2019/6/24,25.5,19.1
2019/6/25,0,22.3
2019/6/26,0,24.7
2019/6/27,2.0,25.6
2019/6/28,3.5,25.2
2019/6/29,3.0,20.2
2019/6/30,5.5,21.6
2019/7/1,1.5,22.7
2019/7/2,0.5,23.8
2019/7/3,1.0,24.9
2019/7/4,10.5,22.7
2019/7/5,4.5,21.9
2019/7/6,14.5,21.0
2019/7/7,22.5,19.2
2019/7/8,0.0,20.3
2019/7/9,0.0,19.7
2019/7/10,0.0,21.0
2019/7/11,2.0,19.9
2019/7/12,12.5,20.2
2019/7/13,0.5,23.4
2019/7/14,39.0,21.3
2019/7/15,7.0,21.3
2019/7/16,33.5,20.5
2019/7/17,0.5,23.9
2019/7/18,9.5,25.6
2019/7/19,3.5,26.7
2019/7/20,0.0,26.5
2019/7/21,0.0,25.0
2019/7/22,0.5,22.7
2019/7/23,4.0,24.5
2019/7/24,6.0,26.8
2019/7/25,0.0,28.0
2019/7/26,0.5,28.5
2019/7/27,4.0,28.0
2019/7/28,15.0,27.7
2019/7/29,0.0,29.0
2019/7/30,0,29.5
2019/7/31,0,30.0
2019/8/1,0,30.5
2019/8/2,0,30.2
2019/8/3,0,29.4
2019/8/4,0,29.4
2019/8/5,0,29.8
2019/8/6,0,30.3
2019/8/7,0,30.4
2019/8/8,0,29.9
2019/8/9,0,30.1
2019/8/10,0,29.6
2019/8/11,0.0,29.4
2019/8/12,0.5,28.8
2019/8/13,0.0,29.3
2019/8/14,8.5,29.2
2019/8/15,20.0,29.2
2019/8/16,0.0,29.0
2019/8/17,0,30.3
2019/8/18,0,30.1
2019/8/19,0.5,28.1
2019/8/20,13.0,26.5
2019/8/21,3.0,27.0
2019/8/22,20.0,26.0
2019/8/23,4.5,26.3
2019/8/24,0.0,27.3
2019/8/25,15.0,25.8
2019/8/26,0.0,25.3
2019/8/27,6.0,25.3
2019/8/28,7.0,25.6
2019/8/29,0.0,28.9
2019/8/30,12.0,26.0
2019/8/31,0.0,27.3
2019/9/1,0.0,27.7
2019/9/2,0,27.6
2019/9/3,1.5,25.8
2019/9/4,0.0,23.7
2019/9/5,0,25.7
2019/9/6,0,27.9
2019/9/7,0.0,28.4
2019/9/8,8.5,29.1
2019/9/9,119.0,29.0
2019/9/10,0.5,29.9
2019/9/11,7.5,27.4
2019/9/12,0,25.1
2019/9/13,0,22.4
2019/9/14,0.0,22.1
2019/9/15,0.5,25.2
2019/9/16,28.5,22.9
2019/9/17,0,25.8
2019/9/18,9.5,21.2
2019/9/19,0.0,22.1
2019/9/20,0.0,22.8
2019/9/21,0.0,21.8
2019/9/22,17.0,22.4
2019/9/23,3.5,26.0
2019/9/24,1.0,25.4
2019/9/25,0.0,24.3
2019/9/26,0,22.8
2019/9/27,0,23.0
2019/9/28,0,24.4
2019/9/29,0.0,24.7
2019/9/30,0,25.2
2019/10/1,0,24.5
2019/10/2,0,23.9
2019/10/3,0.0,24.5
2019/10/4,10.0,24.8
2019/10/5,0,26.1
2019/10/6,5.5,20.5
2019/10/7,7.0,20.0
2019/10/8,5.5,21.7
2019/10/9,0,20.8
2019/10/10,9.0,19.4
2019/10/11,7.5,19.6
2019/10/12,209.5,23.3
2019/10/13,0.0,24.5
2019/10/14,5.0,17.0
2019/10/15,0.0,18.4
2019/10/16,0.0,16.1
2019/10/17,4.5,16.2
2019/10/18,5.5,16.5
